Cust_ID	name	code	pop	Block	Ship_mode	Discount	Weight_gm	Cust_calls	Prior_purchases	Priority	Gender	Cust_rating	Cost	Timeliness
4724	Suriname	SUR	11267547.49	F	Road	9	4300	4	3	low	M	4	233	1
4725	Swaziland	SWZ	11276566.51	C	Road	10	4309	4	3	low	M	2	169	1
4726	Sweden	SWE	11285585.53	C	Road	7	5331	3	2	medium	M	5	135	0
4727	Switzerland	CHE	11294604.54	A	Road	5	4884	3	2	low	F	1	200	0
4728	Syrian Arab Republic	SYR	11303623.56	F	Ship	8	1755	6	4	low	M	5	304	1
4729	Taiwan	TWN	11312642.58	F	Ship	4	5924	4	3	low	F	4	140	1
4730	Tajikistan	TJK	11321661.6	B	Road	7	1354	4	5	low	M	2	227	1
4731	Thailand	THA	11330680.62	A	Ship	16	2362	4	4	low	M	3	247	1
4732	Macedonia	MKD	11339699.64	F	Road	1	3947	3	2	medium	F	5	264	1
4733	Timor-Leste	TLS	11348718.66	F	Flight	5	4506	5	4	low	M	4	235	0
4734	Togo	TGO	11357737.68	B	Flight	39	2651	3	2	medium	F	4	273	1
4735	Tonga	TON	11366756.7	F	Ship	5	5792	5	4	low	M	1	267	0
4736	Trinidad and Tobago	TTO	11375775.72	F	Flight	46	1886	3	3	low	M	1	168	1
4737	Tunisia	TUN	11384794.74	D	Ship	34	2726	3	2	medium	F	5	238	1
4738	Turkey	TUR	11393813.76	F	Flight	9	4106	4	2	medium	F	4	265	0
4739	Turkmenistan	TKM	11402832.78	F	Ship	63	1246	3	2	low	F	1	143	1
4740	Turks and Caicos Islands	TCA	11411851.8	F	Road	7	1461	6	4	medium	M	5	247	1
4741	Tuvalu	TUV	11420870.82	A	Flight	5	5095	4	4	medium	F	4	137	0
4742	Uganda	UGA	11429889.84	F	Ship	5	4770	5	4	medium	M	3	182	1
4743	Ukraine	UKR	11438908.86	C	Flight	5	4102	3	7	low	M	1	266	1
4744	United Arab Emirates	ARE	11447927.88	C	Road	8	4093	4	2	high	M	4	206	1
4745	United Kingdom	GBR	11456946.9	A	Ship	15	3632	4	4	low	M	2	183	1
4746	United Republic of Tanzania	TZA	11465965.92	F	Ship	7	5415	6	2	medium	F	2	213	0
4747	United States	USA	11474984.94	F	Ship	56	3463	3	2	low	M	1	254	1
4748	Uruguay	URY	11484003.96	C	Ship	4	1567	5	5	medium	F	3	237	0
4749	Uzbekistan	UZB	11493022.98	F	Road	2	4113	4	3	low	M	2	197	1
4750	Vanuatu	VUT	11502042	F	Ship	10	5674	3	2	low	F	4	239	1
4751	Venezuela	VEN	11511061.01	A	Ship	6	5101	4	2	medium	F	4	236	1
4752	Viet Nam	VNM	11520080.03	D	Ship	2	4542	5	5	medium	F	2	169	0
4753	Wallis and Futuna Islands	WLF	11529099.05	A	Ship	4	5017	4	3	medium	F	5	252	0
4754	Western Sahara	ESH	11538118.07	D	Ship	8	1434	6	4	low	F	3	292	0
4755	Yemen	YEM	11547137.09	F	Ship	8	4342	4	3	low	M	2	208	0
4756	Zambia	ZMB	11556156.11	F	Ship	20	3132	4	4	low	M	5	267	1
4757	Zimbabwe	ZWE	11565175.13	F	Ship	43	1709	4	3	low	M	5	152	1
4758	Afghanistan	AFG	11574194.15	C	Flight	12	2892	5	3	low	F	2	265	1
4759	Albania	ALB	11583213.17	A	Ship	64	3131	3	3	low	F	2	232	1
4760	Algeria	DZA	11592232.19	B	Flight	2	4052	3	4	medium	M	4	184	0
4761	Andorra	AND	11601251.21	F	Road	5	1130	5	4	high	F	4	140	1
4762	Angola	AGO	11610270.23	F	Ship	49	1253	3	3	medium	M	1	156	1
4763	Anguilla	AIA	11619289.25	F	Ship	37	2460	3	2	medium	F	2	207	1
4764	Antarctica	ATA	11628308.27	B	Ship	9	1667	6	5	low	F	2	260	1
4765	Antigua and Barbuda	ATG	11637327.29	C	Ship	59	2622	4	6	low	F	3	209	1
4766	Argentina	ARG	11646346.31	A	Ship	1	4025	3	2	low	F	5	204	1
4767	Armenia	ARM	11655365.33	F	Ship	3	1062	5	5	low	F	1	275	0
4768	Aruba	ABW	11664384.35	A	Flight	1	1829	3	2	medium	F	3	168	1
4769	Australia	AUS	11673403.37	F	Road	5	1301	4	5	medium	F	3	240	0
4770	Austria	AUT	11682422.39	A	Road	2	4264	4	3	low	M	2	144	0
4771	Azerbaijan	AZE	11691441.41	D	Flight	2	1592	7	4	medium	M	5	269	0
4772	Bahamas	BHS	11700460.43	D	Flight	2	4556	5	2	high	F	2	133	0
4773	Bahrain	BHR	11709479.45	F	Ship	1	4432	3	3	medium	F	5	162	0
4774	Bangladesh	BGD	11718498.47	C	Ship	20	1266	6	5	low	F	3	135	1
4775	Barbados	BRB	11727517.49	F	Ship	3	1353	2	4	low	F	3	151	1
4776	Belarus	BLR	11736536.5	B	Ship	7	5875	2	2	low	M	1	271	0
4777	Belgium	BEL	11745555.52	F	Ship	6	5266	4	2	low	M	3	252	1
4778	Belize	BLZ	11754574.54	B	Flight	1	5480	4	4	medium	M	1	154	0
4779	Benin	BEN	11763593.56	A	Flight	2	2910	3	2	medium	F	3	205	1
4780	Bermuda	BMU	11772612.58	F	Road	2	1634	4	6	medium	F	3	219	0
4781	Bhutan	BTN	11781631.6	F	Flight	5	4363	4	2	medium	F	4	258	1
4782	Bolivia	BOL	11790650.62	C	Ship	28	1216	6	6	high	F	5	111	1
4783	Bosnia and Herzegovina	BIH	11799669.64	B	Ship	3	5051	3	4	low	F	5	241	0
4784	Botswana	BWA	11808688.66	C	Ship	6	1113	7	4	medium	M	3	308	0
4785	Brazil	BRA	11817707.68	F	Ship	1	5378	4	2	medium	F	5	272	0
4786	British Virgin Islands	VGB	11826726.7	F	Road	4	4499	4	7	medium	F	3	153	1
4787	Brunei Darussalam	BRN	11835745.72	D	Ship	7	4477	4	3	medium	F	2	274	1
4788	Bulgaria	BGR	11844764.74	B	Ship	10	1059	5	5	medium	F	2	263	0
4789	Burkina Faso	BFA	11853783.76	B	Ship	1	4308	3	3	low	M	2	192	1
4790	Myanmar	MMR	11862802.78	F	Road	5	1707	3	2	medium	M	5	268	0
4791	Burundi	BDI	11871821.8	D	Ship	3	5266	5	3	low	M	2	270	1
4792	Cambodia	KHM	11880840.82	F	Ship	10	4768	4	2	low	F	4	133	1
4793	Cameroon	CMR	11889859.84	A	Road	3	1830	4	6	low	F	1	262	1
4794	Canada	CAN	11898878.86	C	Ship	1	1230	6	4	low	M	3	251	1
4795	Cayman Islands	CYM	11907897.88	C	Ship	57	1361	4	10	medium	F	4	135	1
4796	Central African Republic	CAF	11916916.9	A	Ship	8	4070	3	3	medium	M	3	256	0
4797	Chad	TCD	11925935.92	D	Road	10	1393	5	5	medium	F	5	235	0
4798	Chile	CHL	11934954.94	B	Ship	3	4385	3	7	medium	M	3	240	0
4799	China	CHN	11943973.96	F	Ship	10	5187	3	2	medium	M	5	150	0
4800	Colombia	COL	11952992.98	F	Ship	49	3749	3	2	low	F	2	224	1
4801	Comoros	COM	11962011.99	B	Flight	1	5703	4	2	low	M	2	272	1
4802	Congo	COG	11971031.01	F	Road	1	4365	4	4	medium	F	4	164	1
4803	Cook Islands	COK	11980050.03	D	Ship	7	1879	3	4	medium	M	2	278	0
4804	Costa Rica	CRI	11989069.05	B	Ship	3	4257	4	2	low	F	4	274	0
4805	Cote d'Ivoire	CIV	11998088.07	C	Flight	4	4074	3	2	medium	F	2	251	0
4806	Croatia	HRV	12007107.09	D	Ship	5	5178	5	2	medium	F	5	251	1
4807	Cuba	CUB	12016126.11	D	Ship	2	4145	6	10	medium	F	2	271	0
4808	Cyprus	CYP	12025145.13	A	Ship	4	1990	5	5	low	M	3	235	0
4809	Czech Republic	CZE	12034164.15	D	Ship	2	1975	5	5	medium	M	5	229	1
4810	Democratic Republic of the Congo	COD	12043183.17	A	Ship	9	4626	3	2	low	M	1	237	1
4811	Denmark	DNK	12052202.19	F	Flight	1	5492	4	3	high	F	1	164	0
4812	Djibouti	DJI	12061221.21	D	Ship	4	1791	4	6	low	M	1	242	1
4813	Dominica	DMA	12070240.23	F	Ship	61	3542	3	3	low	M	1	269	1
4814	Dominican Republic	DOM	12079259.25	A	Ship	8	5646	5	2	low	M	1	134	0
4815	Ecuador	ECU	12088278.27	D	Road	6	1140	6	4	medium	F	5	278	0
4816	Egypt	EGY	12097297.29	A	Ship	5	4038	2	2	low	F	5	111	1
4817	El Salvador	SLV	12106316.31	B	Ship	65	1530	4	7	medium	M	4	138	1
4818	Equatorial Guinea	GNQ	12115335.33	D	Ship	2	5281	3	3	medium	F	4	182	1
4819	Eritrea	ERI	12124354.35	C	Ship	2	1087	4	2	low	F	4	157	1
4820	Estonia	EST	12133373.37	B	Road	53	1213	2	6	low	F	4	136	1
4821	Ethiopia	ETH	12142392.39	D	Road	20	2154	4	3	low	M	1	259	1
4822	Falkland Islands (Malvinas)	FLK	12151411.41	F	Ship	15	1391	4	4	high	M	1	137	1
4823	Fiji	FJI	12160430.43	F	Ship	8	4315	3	3	medium	F	1	201	0
4824	Finland	FIN	12169449.45	B	Road	32	1061	4	3	low	F	1	158	1
4825	France	FRA	12178468.47	D	Flight	2	5942	5	3	medium	M	5	169	1
4826	French Guiana	GUF	12187487.48	A	Road	6	5572	3	3	low	F	1	220	1
4827	French Polynesia	PYF	12196506.5	F	Ship	9	1249	6	4	low	F	4	297	1
4828	French Southern and Antarctic Lands	ATF	12205525.52	B	Ship	10	4324	2	3	medium	F	2	210	1
4829	Gabon	GAB	12214544.54	F	Ship	10	4504	4	3	medium	M	5	256	1
4830	Gambia	GMB	12223563.56	A	Road	65	1321	3	2	low	F	1	180	1
4831	Georgia	GEO	12232582.58	C	Flight	53	1682	6	5	medium	F	1	291	1
4832	Germany	DEU	12241601.6	F	Road	6	1961	6	4	medium	F	4	253	0
4833	Ghana	GHA	12250620.62	F	Road	1	4216	4	7	high	F	3	283	1
4834	Gibraltar	GIB	12259639.64	D	Ship	10	4251	5	5	medium	F	5	204	0
4835	Greece	GRC	12268658.66	F	Flight	32	1791	3	2	low	M	2	119	1
4836	Greenland	GRL	12277677.68	F	Ship	8	4365	3	2	medium	M	2	195	0
4837	Grenada	GRD	12286696.7	A	Flight	15	3287	3	2	low	M	4	262	1
4838	Guadeloupe	GLP	12295715.72	D	Ship	42	2664	4	3	low	M	3	261	1
4839	Guatemala	GTM	12304734.74	C	Flight	39	2520	4	2	low	F	2	211	1
4840	Guinea	GIN	12313753.76	C	Road	5	4623	5	4	medium	F	3	261	1
4841	Guinea-Bissau	GNB	12322772.78	F	Road	7	4289	4	2	low	F	5	167	1
4842	Guyana	GUY	12331791.8	C	Ship	2	5481	4	8	medium	F	4	140	0
4843	Haiti	HTI	12340810.82	F	Ship	21	1637	4	3	low	M	2	167	1
4844	Holy See (Vatican City)	VAT	12349829.84	F	Road	6	4911	4	3	low	M	3	136	1
4845	Honduras	HND	12358848.86	B	Road	40	3773	3	2	high	F	1	220	1
4846	Hong Kong	HKG	12367867.88	A	Ship	35	2374	6	3	medium	F	5	243	1
4847	Hungary	HUN	12376886.9	F	Ship	5	5043	3	3	low	F	1	264	0
4848	Iceland	ISL	12385905.92	F	Ship	1	5385	4	3	medium	F	2	265	0
4849	India	IND	12394924.94	D	Ship	4	5284	5	5	low	F	2	123	0
4850	Indonesia	IDN	12403943.96	D	Ship	57	3761	3	3	medium	M	3	237	1
4851	Iran (Islamic Republic of)	IRN	12412962.97	F	Ship	33	3489	3	2	low	F	4	240	1
4852	Iraq	IRQ	12421981.99	D	Ship	5	5691	4	2	low	M	1	187	0
4853	Ireland	IRL	12431001.01	F	Ship	61	3582	3	3	medium	F	1	270	1
4854	Isle of Man	IMN	12440020.03	C	Ship	48	1920	5	4	medium	M	4	177	1
4855	Israel	ISR	12449039.05	A	Road	3	5438	4	3	low	M	5	234	0
4856	Italy	ITA	12458058.07	F	Ship	9	1646	5	5	low	F	5	225	1
4857	Jamaica	JAM	12467077.09	D	Ship	6	1639	2	5	low	F	5	155	0
4858	Japan	JPN	12476096.11	C	Ship	3	5936	3	7	low	F	2	255	0
4859	Jordan	JOR	12485115.13	D	Ship	4	5505	5	4	medium	F	1	181	0
4860	Kazakhstan	KAZ	12494134.15	D	Ship	9	5889	3	4	low	F	1	207	0
4861	Kenya	KEN	12503153.17	F	Ship	3	4424	3	6	medium	M	5	286	0
4862	Kiribati	KIR	12512172.19	C	Ship	36	1788	2	2	medium	F	3	158	1
4863	Korea	PRK	12521191.21	C	Flight	4	1358	6	4	low	F	3	257	1
4864	Korea	KOR	12530210.23	F	Ship	1	1606	6	4	medium	F	3	285	0
4865	Kuwait	KWT	12539229.25	F	Flight	3	5000	4	3	medium	M	5	134	1
4866	Kyrgyzstan	KGZ	12548248.27	F	Ship	34	1856	3	2	medium	M	3	176	1
4867	Lao People's Democratic Republic	LAO	12557267.29	B	Ship	5	1015	5	5	low	M	2	225	0
4868	Latvia	LVA	12566286.31	F	Road	8	4199	3	3	low	F	3	242	0
4869	Lebanon	LBN	12575305.33	B	Ship	9	5592	5	4	medium	F	5	186	1
4870	Lesotho	LSO	12584324.35	A	Ship	3	5665	4	2	high	M	1	222	1
4871	Liberia	LBR	12593343.37	F	Ship	50	3837	5	7	low	F	1	256	1
4872	Libyan Arab Jamahiriya	LBY	12602362.39	B	Flight	2	1651	4	5	medium	M	4	248	0
4873	Liechtenstein	LIE	12611381.41	B	Ship	9	5263	4	3	low	M	5	243	0
4874	Lithuania	LTU	12620400.43	F	Ship	9	5133	3	3	medium	M	4	269	1
4875	Luxembourg	LUX	12629419.45	F	Flight	9	1385	6	4	medium	F	2	282	0
4876	Macau	MAC	12638438.46	F	Ship	6	5832	3	3	medium	F	1	250	0
4877	Madagascar	MDG	12647457.48	B	Road	5	5666	5	2	medium	M	3	241	0
4878	Malawi	MWI	12656476.5	D	Ship	46	2399	4	4	low	F	1	181	1
4879	Malaysia	MYS	12665495.52	F	Ship	1	1945	5	5	medium	F	5	248	1
4880	Maldives	MDV	12674514.54	C	Ship	12	2933	5	4	medium	F	2	209	1
4881	Mali	MLI	12683533.56	F	Road	10	5077	3	6	medium	M	1	201	1
4882	Malta	MLT	12692552.58	F	Ship	10	3409	2	3	medium	M	1	264	1
4883	Marshall Islands	MHL	12701571.6	D	Road	2	4013	4	2	medium	F	2	269	1
4884	Martinique	MTQ	12710590.62	F	Ship	4	3686	4	3	medium	F	1	258	1
4885	Mauritania	MRT	12719609.64	F	Ship	61	2298	3	6	medium	F	3	229	1
4886	Mauritius	MUS	12728628.66	A	Flight	59	1037	5	3	medium	F	5	161	1
4887	Mayotte	MYT	12737647.68	F	Road	9	2952	4	3	medium	M	4	224	1
4888	Mexico	MEX	12746666.7	F	Ship	4	5916	4	3	low	F	2	239	0
4889	Micronesia	 Federated States of	12755685.72	B	Ship	9	1347	3	3	medium	F	2	137	1
4890	Monaco	MCO	12764704.74	F	Ship	7	4710	4	3	medium	M	2	182	1
4891	Mongolia	MNG	12773723.76	A	Ship	7	4332	3	2	medium	F	4	255	1
4892	Montenegro	MNE	12782742.78	C	Flight	1	4064	4	3	medium	F	2	134	1
4893	Montserrat	MSR	12791761.8	B	Road	3	1913	4	5	medium	F	1	238	0
4894	Morocco	AUG	12800780.82	F	Ship	2	1824	6	4	low	F	5	254	0
4895	Mozambique	MOZ	12809799.84	A	Flight	6	5414	4	2	medium	F	2	252	0
4896	Namibia	NAM	12818818.86	F	Ship	8	5337	3	3	medium	F	4	238	1
4897	Nauru	NRU	12827837.88	B	Road	3	5503	4	2	medium	F	1	194	0
4898	Nepal	NPL	12836856.9	F	Flight	57	2377	4	2	low	M	2	272	1
4899	Netherlands	NLD	12845875.92	D	Ship	6	4853	3	2	low	M	2	205	0
4900	New Caledonia	NCL	12854894.94	D	Ship	29	1690	3	2	medium	F	2	145	1
4901	New Zealand	NZL	12863913.95	C	Ship	10	5373	5	4	low	M	2	168	1
4902	Nicaragua	NIC	12872932.97	A	Ship	6	4703	4	2	low	M	4	140	0
4903	Niger	NER	12881951.99	B	Ship	31	2438	3	2	medium	M	5	272	1
4904	Nigeria	NGA	12890971.01	B	Ship	2	4541	5	6	medium	M	4	237	0
4905	Niue	NIU	12899990.03	C	Flight	10	4933	4	4	medium	M	3	249	0
4906	Norway	NOR	12909009.05	D	Ship	3	4442	3	2	medium	M	2	164	1
4907	Oman	OMN	12918028.07	F	Flight	39	1727	4	2	high	M	3	143	1
4908	Pakistan	PAK	12927047.09	D	Ship	8	5067	3	2	medium	F	3	250	0
4909	Palau	PLW	12936066.11	B	Flight	13	2309	2	4	medium	M	4	181	1
4910	Palestine	PSE	12945085.13	F	Flight	4	1548	3	3	medium	M	4	155	1
4911	Panama	PAN	12954104.15	B	Ship	2	4975	3	2	low	M	4	247	1
4912	Papua New Guinea	PNG	12963123.17	B	Ship	9	4967	4	2	medium	M	3	271	1
4913	Paraguay	PRY	12972142.19	A	Ship	7	5069	3	2	low	F	5	192	1
4914	Peru	PER	12981161.21	F	Ship	3	5275	4	4	low	F	2	268	0
4915	Philippines	PHL	12990180.23	F	Ship	13	2779	4	2	medium	M	5	263	1
4916	Poland	POL	12999199.25	D	Ship	39	1582	2	3	low	F	1	139	1
4917	Portugal	PRT	13008218.27	A	Road	4	5423	4	3	medium	F	5	134	0
4918	Puerto Rico	PRI	13017237.29	F	Ship	10	1531	4	6	low	F	2	242	1
4919	Qatar	QAT	13026256.31	F	Ship	3	1347	4	3	high	F	5	153	1
4920	Republic of Moldova	MDA	13035275.33	A	Ship	2	5334	3	8	low	M	1	219	0
4921	Reunion	REU	13044294.35	A	Ship	38	3171	6	4	medium	M	2	269	1
4922	Romania	ROU	13053313.37	F	Ship	9	5807	5	3	low	F	5	270	1
4923	Russia	RUS	13062332.39	F	Ship	10	1744	4	5	medium	M	2	217	0
4924	Rwanda	RWA	13071351.41	A	Ship	7	5813	4	3	medium	F	2	253	1
4925	Saint Barthelemy	BLM	13080370.43	D	Road	9	4322	4	2	medium	F	3	178	1
4926	Saint Kitts and Nevis	KNA	13089389.44	F	Ship	8	5885	5	2	medium	F	4	138	1
4927	Saint Lucia	LCA	13098408.46	F	Ship	9	4725	3	3	low	F	4	187	1
4928	Saint Martin	MAF	13107427.48	D	Ship	3	4896	4	3	low	M	1	212	0
4929	Saint Pierre and Miquelon	SPM	13116446.5	C	Road	1	1014	5	4	medium	M	3	249	1
4930	Samoa	WSM	13125465.52	A	Flight	6	4586	4	5	medium	F	4	237	0
4931	San Marino	SMR	13134484.54	A	Flight	9	1319	6	4	low	M	5	276	0
4932	Sao Tome and Principe	STP	13143503.56	F	Ship	8	5453	4	3	medium	F	4	182	1
4933	Saudi Arabia	SAU	13152522.58	D	Ship	3	5828	3	4	medium	M	3	232	0
4934	Senegal	SEN	13161541.6	F	Road	44	1873	4	3	medium	M	2	147	1
4935	Serbia	SRB	13170560.62	F	Road	10	1962	6	4	low	M	1	253	0
4936	Seychelles	SYC	13179579.64	A	Ship	44	2848	3	4	medium	F	1	198	1
4937	Sierra Leone	SLE	13188598.66	D	Ship	2	4671	5	3	low	F	3	223	1
4938	Singapore	SGP	13197617.68	F	Ship	49	3697	4	4	medium	M	3	222	1
4939	Slovakia	SVK	13206636.7	C	Road	3	5182	5	3	low	F	2	205	0
4940	Slovenia	SVN	13215655.72	A	Flight	32	3249	5	3	low	F	5	230	1
4941	Solomon Islands	SLB	13224674.74	C	Ship	9	4322	3	3	medium	F	1	202	0
4942	Somalia	SOM	13233693.76	F	Road	1	5784	6	10	medium	F	1	174	1
4943	South Africa	ZAF	13242712.78	C	Ship	10	4653	4	2	low	M	1	224	1
4944	Spain	ESP	13251731.8	F	Ship	6	1491	7	4	medium	F	5	254	1
4945	Sri Lanka	LKA	13260750.82	A	Road	40	2181	5	2	low	M	3	204	1
4946	Sudan	SDN	13269769.84	A	Ship	28	1624	2	2	medium	F	3	141	1
4947	Suriname	SUR	13278788.86	C	Road	8	4540	3	4	medium	M	4	248	0
4948	Swaziland	SWZ	13287807.88	A	Road	3	1321	5	6	medium	F	3	240	0
4949	Sweden	SWE	13296826.9	B	Ship	6	1059	5	5	medium	F	1	235	1
4950	Switzerland	CHE	13305845.92	F	Road	9	1764	7	5	low	F	3	274	0
4951	Syrian Arab Republic	SYR	13314864.93	F	Flight	6	1737	4	5	medium	M	5	247	0
4952	Taiwan	TWN	13323883.95	F	Road	4	4376	3	2	high	M	2	160	0
4953	Tajikistan	TJK	13332902.97	D	Ship	7	5264	4	4	high	M	1	167	0
4954	Thailand	THA	13341921.99	F	Ship	9	1883	5	6	low	M	1	229	1
4955	Macedonia	MKD	13350941.01	A	Ship	50	3859	2	2	low	F	5	265	1
4956	Timor-Leste	TLS	13359960.03	D	Ship	25	1498	3	4	low	F	1	294	1
4957	Togo	TGO	13368979.05	A	Flight	5	5060	4	5	low	M	4	225	1
4958	Tonga	TON	13377998.07	F	Ship	4	3351	4	2	medium	F	2	199	1
4959	Trinidad and Tobago	TTO	13387017.09	C	Ship	47	1246	5	3	medium	F	5	158	1
4960	Tunisia	TUN	13396036.11	F	Ship	5	4709	5	2	medium	F	5	243	0
4961	Turkey	TUR	13405055.13	F	Flight	2	1326	6	4	low	F	4	247	0
4962	Turkmenistan	TKM	13414074.15	D	Ship	9	5431	5	5	medium	M	3	210	1
4963	Turks and Caicos Islands	TCA	13423093.17	F	Ship	1	1629	3	2	low	M	1	171	1
4964	Tuvalu	TUV	13432112.19	D	Ship	1	2905	2	2	low	M	3	249	1
4965	Uganda	UGA	13441131.21	B	Ship	10	5699	3	4	low	F	5	118	1
4966	Ukraine	UKR	13450150.23	F	Ship	7	4916	4	2	low	F	4	227	0
4967	United Arab Emirates	ARE	13459169.25	C	Ship	2	1510	5	5	medium	F	3	266	1
4968	United Kingdom	GBR	13468188.27	C	Ship	12	3358	5	2	medium	F	3	235	1
4969	United Republic of Tanzania	TZA	13477207.29	B	Ship	26	1526	5	3	low	M	2	168	1
4970	United States	USA	13486226.31	B	Ship	5	5676	3	3	medium	M	1	206	1
4971	Uruguay	URY	13495245.33	C	Ship	3	5168	4	3	medium	M	5	194	1
4972	Uzbekistan	UZB	13504264.35	C	Ship	37	3026	4	3	medium	M	4	209	1
4973	Vanuatu	VUT	13513283.37	C	Ship	27	2739	3	10	medium	F	5	190	1
4974	Venezuela	VEN	13522302.39	F	Ship	29	1094	5	4	medium	F	3	133	1
4975	Viet Nam	VNM	13531321.41	A	Ship	10	1623	6	4	low	M	1	250	1
4976	Wallis and Futuna Islands	WLF	13540340.42	D	Flight	44	1561	5	2	low	M	5	156	1
4977	Western Sahara	ESH	13549359.44	F	Road	36	3836	4	5	medium	M	2	249	1
4978	Yemen	YEM	13558378.46	A	Ship	10	5759	3	3	medium	M	1	212	0
4979	Zambia	ZMB	13567397.48	D	Ship	56	3427	3	3	medium	F	4	197	1
4980	Zimbabwe	ZWE	13576416.5	F	Ship	4	1451	6	4	low	F	4	257	0
4981	Afghanistan	AFG	13585435.52	B	Ship	43	1251	2	3	low	F	3	160	1
4982	Albania	ALB	13594454.54	A	Ship	4	4978	3	2	low	M	2	211	1
4983	Algeria	DZA	13603473.56	F	Ship	11	1502	2	3	high	F	5	148	1
4984	Andorra	AND	13612492.58	F	Flight	1	5834	5	3	high	M	2	160	0
4985	Angola	AGO	13621511.6	D	Ship	16	2334	3	3	medium	M	5	266	1
4986	Anguilla	AIA	13630530.62	D	Ship	1	1885	2	5	medium	F	2	168	1
4987	Antarctica	ATA	13639549.64	C	Ship	2	5712	3	3	low	M	4	151	1
4988	Antigua and Barbuda	ATG	13648568.66	F	Road	6	1890	6	4	low	M	4	304	1
4989	Argentina	ARG	13657587.68	B	Ship	53	2333	3	3	medium	M	3	231	1
4990	Armenia	ARM	13666606.7	F	Ship	9	1305	6	4	medium	M	1	309	0
4991	Aruba	ABW	13675625.72	F	Flight	2	4154	4	2	low	M	1	181	0
4992	Australia	AUS	13684644.74	A	Ship	5	4010	4	2	low	F	1	263	1
4993	Austria	AUT	13693663.76	D	Flight	2	4990	3	3	low	F	4	154	1
4994	Azerbaijan	AZE	13702682.78	A	Ship	7	5516	3	3	high	M	4	213	1
4995	Bahamas	BHS	13711701.8	B	Ship	11	3464	3	4	low	F	5	250	1
4996	Bahrain	BHR	13720720.82	D	Road	10	1978	3	3	medium	F	5	161	1
4997	Bangladesh	BGD	13729739.84	C	Ship	42	3121	4	3	medium	F	5	213	1
4998	Barbados	BRB	13738758.86	A	Ship	6	1911	5	5	low	F	5	246	0
4999	Belarus	BLR	13747777.88	D	Road	7	5258	3	3	low	M	3	199	1
5000	Belgium	BEL	13756796.9	F	Flight	9	5296	3	3	medium	M	1	129	1
5001	Belize	BLZ	13765815.91	F	Ship	5	4450	3	4	low	F	5	230	1
5002	Benin	BEN	13774834.93	B	Ship	1	4137	4	3	medium	M	3	271	0
5003	Bermuda	BMU	13783853.95	C	Ship	4	4992	5	2	medium	F	2	244	1
5004	Bhutan	BTN	13792872.97	B	Ship	62	2106	2	3	low	M	1	188	1
5005	Bolivia	BOL	13801891.99	B	Ship	3	4723	3	2	low	M	4	238	0
5006	Bosnia and Herzegovina	BIH	13810911.01	A	Flight	9	4965	5	2	medium	M	2	241	0
5007	Botswana	BWA	13819930.03	F	Ship	7	4721	2	2	low	M	1	206	0
5008	Brazil	BRA	13828949.05	C	Road	9	5016	4	3	low	F	4	199	0
5009	British Virgin Islands	VGB	13837968.07	F	Ship	37	1780	3	2	low	F	4	155	1
5010	Brunei Darussalam	BRN	13846987.09	C	Ship	18	3104	5	4	low	M	3	206	1
5011	Bulgaria	BGR	13856006.11	F	Flight	2	1893	6	4	low	F	2	271	1
5012	Burkina Faso	BFA	13865025.13	D	Flight	6	1726	6	2	low	F	5	118	1
5013	Myanmar	MMR	13874044.15	F	Flight	24	2405	4	2	medium	M	2	251	1
5014	Burundi	BDI	13883063.17	F	Ship	4	4534	5	3	low	M	5	141	0
5015	Cambodia	KHM	13892082.19	A	Road	7	5802	3	3	low	F	1	134	1
5016	Cameroon	CMR	13901101.21	F	Ship	7	1260	7	5	low	F	2	277	1
5017	Canada	CAN	13910120.23	F	Road	5	4595	5	2	medium	F	4	263	0
5018	Cayman Islands	CYM	13919139.25	D	Flight	19	3838	4	4	low	F	3	247	1
5019	Central African Republic	CAF	13928158.27	A	Road	10	1782	6	4	medium	M	2	309	0
5020	Chad	TCD	13937177.29	D	Ship	2	5502	4	4	high	M	1	239	0
5021	Chile	CHL	13946196.31	A	Flight	6	1057	2	3	medium	F	5	277	0
5022	China	CHN	13955215.33	A	Ship	7	4373	3	7	low	F	5	170	1
5023	Colombia	COL	13964234.35	F	Road	2	5761	6	3	low	F	5	167	1
5024	Comoros	COM	13973253.37	F	Flight	2	1018	6	4	low	F	1	272	0
5025	Congo	COG	13982272.39	F	Ship	2	5739	3	3	high	F	2	136	0
5026	Cook Islands	COK	13991291.4	C	Ship	13	1785	4	4	low	F	2	158	1
5027	Costa Rica	CRI	14000310.42	F	Ship	5	1452	6	4	low	F	3	274	0
5028	Cote d'Ivoire	CIV	14009329.44	B	Road	5	4897	4	3	high	F	2	187	1
5029	Croatia	HRV	14018348.46	F	Road	1	5541	3	3	medium	F	1	187	0
5030	Cuba	CUB	14027367.48	C	Ship	10	1005	6	4	low	F	5	248	0
5031	Cyprus	CYP	14036386.5	B	Ship	5	4142	4	4	high	M	1	192	1
5032	Czech Republic	CZE	14045405.52	C	Ship	9	3873	5	3	medium	F	5	248	1
5033	Democratic Republic of the Congo	COD	14054424.54	B	Ship	12	3111	3	2	medium	F	1	229	1
5034	Denmark	DNK	14063443.56	F	Ship	3	4306	4	2	medium	F	4	276	1
5035	Djibouti	DJI	14072462.58	C	Flight	23	2016	5	6	medium	M	2	206	1
